artist,song,duration_s,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,numero_genero,hit
Linkin Park,One Step Closer,157.333,False,2000,81,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,"alternative metal, modern rock, nu metal, post-grunge, rap metal, rock",2,1
Shaggy,It Wasn't Me,227.6,False,2000,80,0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759,"dance pop, pop rap, reggae fusion",6,1
Travis Tritt,It's A Great Day To Be Alive,241.533,False,2000,74,0.595,0.653,7,-4.935,1,0.0265,0.246,0.0,0.264,0.542,128.93,"contemporary country, country, country road, outlaw country",7,1
Nelly,Ride Wit Me,291.781,True,2000,77,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",8,1
Disturbed,Down with the Sickness,279.213,True,2000,77,0.695,0.876,3,-4.262,0,0.0553,0.000996,6.89e-06,0.106,0.941,89.954,"alternative metal, nu metal, rap metal, rock",9,1
Linkin Park,Crawling,208.96,False,2000,78,0.58,0.702,4,-5.565,1,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,"alternative metal, modern rock, nu metal, post-grunge, rap metal, rock",2,1
Outkast,"So Fresh, So Clean",240.026,True,2000,74,0.725,0.64,5,-7.905,0,0.332,0.0281,0.0,0.099,0.915,166.028,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",3,1
*NSYNC,Bye Bye Bye,200.4,False,2000,72,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,"boy band, dance pop, post-teen pop",10,1
Britney Spears,Oops!...I Did It Again,211.16,False,2000,80,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,"dance pop, pop, post-teen pop",11,1
Limp Bizkit,Rollin' (Air Raid Vehicle),213.76,True,2000,78,0.603,0.933,1,-3.358,1,0.171,0.00591,0.0,0.206,0.709,96.306,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock",12,1
Linkin Park,Papercut,184.866,False,2000,77,0.524,0.939,9,-3.994,1,0.113,0.00022,0.0,0.623,0.661,150.184,"alternative metal, modern rock, nu metal, post-grunge, rap metal, rock",2,1
Duster,Me and the Birds,95.226,False,2000,73,0.475,0.531,8,-6.552,0,0.0317,0.752,0.0634,0.53,0.223,119.643,slowcore,13,1
Shaggy,Angel,235.133,False,2000,77,0.74,0.766,6,-2.939,1,0.178,0.116,0.0,0.0406,0.807,170.531,"dance pop, pop rap, reggae fusion",6,1
Eminem,The Way I Am,290.426,True,2000,76,0.785,0.871,4,-2.692,0,0.265,0.144,0.0,0.309,0.315,87.248,"detroit hip hop, hip hop, pop, rap",0,1
Nelly,Country Grammar (Hot Shit),287.0,True,2000,70,0.865,0.664,2,-6.822,1,0.108,0.00689,0.0,0.142,0.565,162.831,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",8,1
Lifehouse,Hanging By A Moment,216.066,False,2000,69,0.541,0.864,1,-4.915,1,0.0357,0.00118,0.0,0.0896,0.435,124.557,"neo mellow, pop rock, post-grunge",14,1
UB40,Red Red Wine,183.733,False,2000,75,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,"reggae fusion, uk reggae",15,1
Uncle Kracker,Follow Me,218.439,True,2000,73,0.817,0.585,5,-4.688,1,0.0301,0.439,0.0,0.147,0.916,105.014,"country, pop rock, post-grunge",16,1
Toploader,Dancing in the Moonlight,232.693,False,2000,79,0.632,0.856,10,-3.463,1,0.0348,0.0624,0.0,0.347,0.867,119.397,british alternative rock,17,1
Bon Jovi,It's My Life,224.493,False,2000,81,0.551,0.913,0,-4.063,0,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,"glam metal, rock",18,1
Limp Bizkit,My Way,272.973,True,2000,75,0.576,0.864,6,-3.981,1,0.0462,0.02,1.68e-06,0.683,0.609,97.225,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock",12,1
*NSYNC,It's Gonna Be Me,192.426,False,2000,70,0.636,0.873,0,-4.672,0,0.071,0.0407,1.27e-06,0.0372,0.908,165.071,"boy band, dance pop, post-teen pop",10,1
Erykah Badu,Didn't Cha Know,238.733,False,2000,70,0.753,0.472,3,-9.761,0,0.121,0.48,0.0133,0.284,0.816,135.277,"afrofuturism, alternative r&b, neo soul, r&b, soul",19,1
Alice Deejay,Better Off Alone,214.883,False,2000,77,0.671,0.882,8,-6.149,0,0.0552,0.00181,0.667,0.285,0.787,136.955,"bouncy house, eurodance",20,1
The Beatles,I Want To Hold Your Hand - Remastered 2015,145.746,False,2000,74,0.49,0.715,7,-5.549,1,0.0476,0.386,0.0,0.311,0.866,130.726,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",21,1
Nine Days,Absolutely (Story of a Girl) - Radio Mix,189.333,False,2000,68,0.481,0.94,7,-5.204,1,0.066,0.000891,0.0,0.0939,0.66,96.493,pop rock,22,1
The Beatles,Hey Jude - Remastered 2015,425.653,False,2000,75,0.386,0.607,10,-7.7,1,0.0261,0.0112,1.38e-05,0.088,0.532,147.207,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",21,1
U2,Beautiful Day,246.4,False,2000,67,0.539,0.926,2,-6.495,1,0.0499,0.014,0.00136,0.36,0.454,136.279,"irish rock, permanent wave, rock",23,1
Linkin Park,A Place for My Head,184.64,False,2000,73,0.603,0.908,11,-5.254,1,0.184,0.0144,0.0,0.671,0.457,133.063,"alternative metal, modern rock, nu metal, post-grunge, rap metal, rock",2,1
Deftones,Digital Bath,255.373,False,2000,69,0.338,0.859,4,-4.938,0,0.0824,0.00122,0.211,0.0936,0.504,92.966,"alternative metal, nu metal, rap metal, rock, sacramento indie",5,1
Limp Bizkit,Take A Look Around,321.04,False,2000,76,0.425,0.852,11,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock",12,1
Lee Ann Womack,I Hope You Dance,294.533,False,2000,67,0.385,0.443,7,-9.627,0,0.0295,0.0632,0.0,0.0898,0.275,151.278,"contemporary country, country, country dawn, country road",24,1
Ludacris,What's Your Fantasy (Featuring Shawna),275.906,True,2000,67,0.915,0.79,6,-3.186,0,0.207,0.16,0.0,0.112,0.967,140.095,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",25,1
Los Tucanes De Tijuana,El Amor Soñado,164.466,False,2000,72,0.665,0.599,7,-5.082,1,0.0264,0.222,0.0,0.123,0.629,142.975,"banda, corrido, musica bajacaliforniana, musica mexicana, norteno",26,1
Godsmack,Awake,304.373,True,2000,67,0.395,0.756,7,-4.12,1,0.0544,1.74e-05,0.00665,0.319,0.475,112.092,"alternative metal, nu metal, post-grunge, rap metal",27,1
A Perfect Circle,Judith,247.266,True,2000,68,0.366,0.894,11,-4.682,0,0.0568,3.45e-05,0.17,0.267,0.304,82.305,"alternative metal, alternative rock, nu metal, rock, supergroup",28,1
Aaron Y Su Grupo Ilusion,Todo Me Gusta De Ti,247.893,False,2000,71,0.64,0.505,10,-5.766,1,0.0362,0.176,0.0,0.0769,0.786,180.625,"banda, cumbia sonidera, musica mexicana, norteno",29,1
Linkin Park,Points of Authority,200.24,False,2000,72,0.512,0.97,8,-3.886,0,0.212,0.03,0.0,0.0994,0.427,94.952,"alternative metal, modern rock, nu metal, post-grunge, rap metal, rock",2,1
Eminem,Kill You,264.4,True,2000,71,0.897,0.559,11,-8.268,1,0.379,0.155,0.000127,0.296,0.677,106.991,"detroit hip hop, hip hop, pop, rap",0,1
Wheatus,Teenage Dirtbag,241.84,True,2000,71,0.617,0.84,4,-4.063,1,0.0512,0.36,8.85e-05,0.179,0.57,94.676,,30,1
Eminem,Bitch Please II,288.2,True,2000,73,0.918,0.586,1,-2.89,1,0.133,0.0783,0.0,0.145,0.779,95.517,"detroit hip hop, hip hop, pop, rap",0,1
The Offspring,Want You Bad,202.573,False,2000,73,0.491,0.966,4,-4.28,1,0.0538,5.59e-05,0.0,0.307,0.614,105.544,"alternative metal, permanent wave, post-grunge, punk, rock, skate punk, socal pop punk",31,1
Jimmy Eat World,The Middle,165.853,False,2001,82,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,"alternative metal, alternative rock, emo, modern power pop, modern rock, neon pop punk, pop punk, pop rock, post-grunge, punk, rock",32,1
System Of A Down,Chop Suey!,210.24,False,2001,85,0.417,0.934,7,-3.908,0,0.119,0.000278,0.0015,0.132,0.287,127.066,"alternative metal, nu metal, rap metal, rock",9,1
Weezer,Island In The Sun,200.306,False,2001,80,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,"alternative rock, modern power pop, modern rock, permanent wave, rock",33,1
Papa Roach,Last Resort,199.906,True,2001,82,0.589,0.89,4,-3.719,0,0.0603,0.000481,0.00082,0.201,0.692,90.598,"alternative metal, nu metal, rap metal, rap rock, rock",34,1
Train,Drops of Jupiter (Tell Me),259.933,False,2001,79,0.481,0.638,0,-5.862,1,0.0276,0.153,0.0,0.154,0.497,79.064,"dance pop, neo mellow, pop rock",35,1
System Of A Down,Toxicity,218.933,False,2001,83,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,"alternative metal, nu metal, rap metal, rock",9,1
Nickelback,How You Remind Me,223.84,False,2001,81,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,"alternative metal, canadian rock, post-grunge",36,1
Manu Chao,Me Gustas Tu,239.986,False,2001,85,0.657,0.741,11,-6.822,0,0.0825,0.663,0.494,0.222,0.908,175.949,"latin alternative, world",37,1
Gorillaz,Clint Eastwood,340.92,True,2001,72,0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,"alternative hip hop, modern rock, rock",38,1
Drowning Pool,Bodies,201.96,False,2001,77,0.656,0.932,4,-3.405,0,0.0708,0.00347,0.00147,0.144,0.544,130.936,"alternative metal, industrial metal, nu metal, post-grunge, rap metal",39,1
System Of A Down,Aerials,235.053,False,2001,79,0.364,0.922,0,-4.217,0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,"alternative metal, nu metal, rap metal, rock",9,1
Staind,It's Been Awhile,264.706,True,2001,70,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,"alternative metal, nu metal, post-grunge",40,1
Afroman,Crazy Rap (Colt 45 & 2 Zig Zags),328.666,True,2001,75,0.927,0.367,9,-7.797,1,0.382,0.325,0.0,0.132,0.576,99.053,comedy rap,41,1
Sum 41,In Too Deep,207.093,False,2001,76,0.568,0.844,9,-5.875,1,0.0505,0.000189,0.0,0.0607,0.766,116.046,"alternative metal, canadian pop punk, canadian punk, modern rock, nu metal, pop punk, post-grunge, punk, rock",42,1
Sum 41,Fat Lip,178.266,True,2001,75,0.402,0.914,9,-5.215,1,0.142,0.000579,0.0,0.065,0.626,196.505,"alternative metal, canadian pop punk, canadian punk, modern rock, nu metal, pop punk, post-grunge, punk, rock",42,1
Alien Ant Farm,Smooth Criminal,209.266,False,2001,77,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,"alternative metal, funk metal, nu metal, post-grunge",43,1
blink-182,First Date,171.533,False,2001,76,0.579,0.928,0,-4.344,1,0.0411,0.000715,0.0,0.18,0.882,95.594,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk",44,1
Shakira,"Whenever, Wherever",196.16,False,2001,83,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14e-05,0.203,0.871,107.657,"colombian pop, dance pop, latin pop, pop",45,1
Puddle Of Mudd,She Hates Me,216.76,True,2001,73,0.58,0.748,4,-5.433,1,0.0323,0.00935,0.0,0.753,0.584,109.781,"alternative metal, nu metal, post-grunge",40,1
The Strokes,Someday,183.44,False,2001,69,0.539,0.521,9,-7.46,1,0.0299,0.00425,0.0,0.367,0.679,106.035,"alternative rock, garage rock, modern rock, permanent wave, rock",46,1
The Strokes,Last Nite,193.373,False,2001,68,0.624,0.899,0,-5.709,1,0.0296,0.0221,0.000137,0.0975,0.79,104.061,"alternative rock, garage rock, modern rock, permanent wave, rock",46,1
The White Stripes,Fell In Love With a Girl,110.093,False,2001,74,0.356,0.982,4,-1.574,0,0.112,0.713,0.00145,0.941,0.299,95.754,"alternative rock, blues rock, detroit rock, garage rock, modern blues rock, permanent wave, punk blues, rock",47,1
The Shins,New Slang - 2021 Remaster,230.866,False,2001,74,0.67,0.403,0,-10.623,1,0.031,0.753,0.0903,0.0858,0.622,129.984,"albuquerque indie, alternative rock, canadian indie, chamber pop, indie pop, indie rock, modern rock, portland indie, seattle indie, stomp and holler",48,1
Ja Rule,Always On Time,245.133,True,2001,75,0.839,0.706,5,-6.104,0,0.199,0.208,0.0,0.242,0.839,96.673,"dance pop, east coast hip hop, gangster rap, hip hop, hip pop, pop rap, queens hip hop, rap, urban contemporary",49,1
Eve,Let Me Blow Ya Mind,230.133,True,2001,76,0.908,0.557,8,-4.243,0,0.107,0.242,0.0,0.0709,0.897,90.032,"contemporary r&b, dance pop, hip pop, philly rap, r&b, urban contemporary",50,1
Daft Punk,One More Time,320.357,False,2001,78,0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,"electro, filter house, rock",51,1
Kid Rock,Picture (feat. Sheryl Crow),298.96,False,2001,70,0.692,0.496,7,-7.332,1,0.0241,0.172,6.42e-06,0.107,0.376,97.945,nu metal,52,1
Creed,One Last Breath,238.24,False,2001,74,0.386,0.677,2,-5.83,1,0.0346,0.00841,0.00366,0.341,0.195,126.602,"alternative metal, nu metal, post-grunge, rock",4,1
311,Amber,206.973,False,2001,69,0.663,0.697,0,-9.442,1,0.0473,0.156,0.0224,0.0663,0.744,166.001,"alternative metal, funk metal, funk rock, nu metal, pop rock, rap rock, reggae fusion",53,1
Puddle Of Mudd,Blurry,304.0,False,2001,67,0.431,0.938,3,-4.507,0,0.0542,0.00805,0.0,0.138,0.523,157.462,"alternative metal, nu metal, post-grunge",40,1
Saliva,Click Click Boom,252.4,False,2001,70,0.609,0.935,6,-2.941,1,0.0479,0.0029,0.000359,0.188,0.498,95.957,"alternative metal, nu metal, rap metal",54,1
John Mayer,Your Body Is a Wonderland,249.626,False,2001,75,0.647,0.729,5,-6.251,1,0.0236,0.0206,0.0489,0.134,0.687,94.01,"neo mellow, singer-songwriter",55,1
Modjo,Lady - Hear Me Tonight,307.153,False,2001,78,0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,"disco house, filter house",56,1
Usher,U Got It Bad,247.84,False,2001,72,0.816,0.5,1,-4.551,1,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",57,1
Mary J. Blige,Family Affair,265.866,False,2001,77,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,"dance pop, neo soul, r&b, urban contemporary",58,1
Fat Joe,What's Luv? (feat. Ja-Rule & Ashanti),267.093,True,2001,75,0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,"bronx hip hop, dirty south rap, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, trap",59,1
Incubus,Wish You Were Here,212.733,False,2001,72,0.246,0.768,9,-7.48,1,0.0387,0.000631,0.301,0.102,0.35,169.873,"alternative metal, alternative rock, funk metal, funk rock, nu metal, post-grunge, rock",60,1
Blake Shelton,Ol' Red,221.266,False,2001,68,0.664,0.556,10,-7.713,1,0.0365,0.146,3.91e-06,0.113,0.494,75.049,"contemporary country, country, country road, oklahoma country",61,1
MercyMe,I Can Only Imagine,248.253,False,2001,69,0.42,0.612,4,-5.359,1,0.048,0.0917,0.0,0.0914,0.135,159.685,"ccm, christian alternative rock, christian indie, christian music, worship",62,1
Rammstein,Sonne,272.44,False,2001,71,0.51,0.917,4,-4.806,0,0.0854,0.0054,0.000133,0.396,0.313,75.098,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte",63,1
Jimmy Eat World,Sweetness,220.026,False,2001,69,0.487,0.898,5,-4.436,1,0.038,0.00305,0.0,0.26,0.597,135.331,"alternative metal, alternative rock, emo, modern power pop, modern rock, neon pop punk, pop punk, pop rock, post-grunge, punk, rock",32,1
TOOL,Schism,403.533,False,2001,70,0.567,0.714,9,-8.512,0,0.0302,0.0012,0.417,0.186,0.191,107.441,"alternative metal, art rock, nu metal, progressive metal, progressive rock, rock",64,1
South Park Mexican,Mexican Radio,284.96,True,2001,67,0.749,0.475,3,-5.58,0,0.0703,0.0507,0.0,0.29,0.309,74.968,"chicano rap, latin hip hop, texas latin rap",65,1
Aphex Twin,QKThr,87.466,False,2001,72,0.451,0.0223,1,-26.117,1,0.0461,0.993,0.768,0.13,0.0573,79.042,"ambient, braindance, electronica, indietronica, intelligent dance music, uk experimental electronic",66,1
Weezer,Hash Pipe,186.533,False,2001,69,0.578,0.882,7,-6.354,1,0.044,0.000121,0.479,0.284,0.623,125.603,"alternative rock, modern power pop, modern rock, permanent wave, rock",33,1
blink-182,The Rock Show,171.6,True,2001,72,0.41,0.959,9,-4.563,1,0.0869,0.000324,0.0,0.0766,0.83,193.155,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk",44,1
South Park Mexican,I Must Be High,284.4,True,2001,65,0.774,0.622,7,-5.542,1,0.186,0.0331,0.0,0.0722,0.321,162.039,"chicano rap, latin hip hop, texas latin rap",65,1
Michael Jackson,Heaven Can Wait,288.533,False,2001,71,0.706,0.685,11,-3.669,1,0.0837,0.56,0.0,0.22,0.444,117.448,"pop, r&b, soul",67,1
Daft Punk,"Harder, Better, Faster, Stronger",224.693,False,2001,74,0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.474,"electro, filter house, rock",51,1
The Calling,Wherever You Will Go,208.6,False,2001,76,0.558,0.719,2,-5.113,1,0.0267,0.0367,0.0,0.115,0.371,112.027,"neo mellow, pop rock, post-grunge",14,1
Eminem,Without Me,290.32,True,2002,90,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,"detroit hip hop, hip hop, pop, rap",0,1
Eminem,Till I Collapse,297.786,True,2002,87,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,"detroit hip hop, hip hop, pop, rap",0,1
Eminem,Superman,350.32,True,2002,88,0.802,0.755,4,-3.138,0,0.0564,0.0215,0.0,0.295,0.58,130.027,"detroit hip hop, hip hop, pop, rap",0,1
Red Hot Chili Peppers,Can't Stop,269.0,False,2002,83,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,"alternative rock, funk metal, funk rock, permanent wave, rock",68,1
Justin Timberlake,Rock Your Body,267.266,False,2002,78,0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972,"dance pop, pop",69,1
Nelly,Hot In Herre,228.24,True,2002,77,0.956,0.745,11,-4.753,0,0.12,0.206,0.0,0.0615,0.912,107.075,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",8,1
Coldplay,The Scientist,309.6,False,2002,86,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,"permanent wave, pop",1,1
Trapt,Headstrong,285.569,True,2002,74,0.492,0.896,4,-5.819,0,0.117,0.000172,2.78e-06,0.189,0.534,184.981,"alternative metal, nu metal, post-grunge",40,1
Maroon 5,This Love,206.2,False,2002,81,0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,0.809,95.051,"dance pop, pop",69,1
Lil Jon & The East Side Boyz,Get Low,334.066,True,2002,75,0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019,"atl hip hop, atlanta bass, crunk, dirty south rap, old school atlanta hip hop, southern hip hop",70,1
Avril Lavigne,Complicated,244.506,False,2002,81,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,"canadian pop, candy pop, dance pop, pop, post-teen pop",71,1
Ashanti,Foolish,227.386,True,2002,75,0.665,0.695,0,-5.763,1,0.0532,0.347,0.0,0.106,0.707,90.119,"dance pop, hip pop, r&b, urban contemporary",72,1
Good Charlotte,The Anthem,175.093,False,2002,75,0.494,0.939,1,-3.127,1,0.126,0.00666,0.0,0.139,0.893,177.751,"alternative metal, modern rock, neon pop punk, pop punk, pop rock, post-grunge",73,1
Chevelle,The Red,238.4,False,2002,72,0.509,0.843,1,-3.318,0,0.0488,0.000671,0.000803,0.348,0.332,140.055,"alternative metal, christian rock, nu metal, post-grunge",74,1
Nelly,Dilemma,289.16,True,2002,79,0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",8,1
Avril Lavigne,Sk8er Boi,204.0,False,2002,78,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,"canadian pop, candy pop, dance pop, pop, post-teen pop",71,1
Maroon 5,She Will Be Loved - Radio Mix,259.453,False,2002,81,0.651,0.663,0,-5.569,0,0.0281,0.228,0.0,0.0994,0.465,102.0,"dance pop, pop",69,1
Coldplay,Clocks,307.879,False,2002,83,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,"permanent wave, pop",1,1
Audioslave,Like a Stone,293.96,False,2002,79,0.614,0.568,7,-5.477,0,0.0276,0.00797,0.0,0.0997,0.516,107.849,"alternative metal, alternative rock, grunge, hard rock, nu metal, permanent wave, post-grunge, rock, supergroup",75,1
Maroon 5,Sunday Morning,244.88,False,2002,77,0.608,0.768,0,-5.227,1,0.0475,0.0913,0.0,0.0629,0.809,88.059,"dance pop, pop",69,1
3 Doors Down,Here Without You,238.733,False,2002,77,0.557,0.533,10,-6.817,0,0.0252,0.0492,0.0,0.205,0.233,143.994,"alternative metal, nu metal, post-grunge, rock",4,1
Stevie Wonder,Superstition - Single Version,245.493,False,2002,76,0.633,0.634,8,-12.115,1,0.0725,0.038,0.0064,0.0385,0.872,100.499,"motown, soul",76,1
Aventura,Obsesion,254.72,False,2002,77,0.804,0.56,1,-6.912,0,0.0397,0.416,0.0,0.0608,0.768,133.682,"bachata, bachata dominicana, latin hip hop, latin pop, tropical, urbano latino",77,1
Nirvana,About A Girl,166.64,False,2002,76,0.409,0.932,11,-4.538,0,0.0339,1.87e-05,1.6e-06,0.31,0.591,131.761,"grunge, permanent wave, rock",78,1
3 Doors Down,When I'm Gone,260.333,False,2002,71,0.53,0.768,7,-5.611,1,0.0284,0.00385,0.0,0.103,0.374,148.095,"alternative metal, nu metal, post-grunge, rock",4,1
Toby Keith,"Courtesy Of The Red, White And Blue (The Angry American)",195.533,False,2002,69,0.424,0.661,2,-5.547,1,0.0425,0.521,1.62e-06,0.0719,0.384,111.762,"contemporary country, country, country road, oklahoma country",61,1
Vanessa Carlton,A Thousand Miles,237.493,False,2002,78,0.56,0.825,11,-3.862,1,0.0379,0.323,0.0,0.161,0.268,94.931,"lilith, neo mellow, piano rock, pop rock, post-teen pop",79,1
Eminem,Sing For The Moment,339.546,True,2002,81,0.668,0.824,5,-4.164,0,0.137,0.0017,3.05e-06,0.0426,0.185,163.961,"detroit hip hop, hip hop, pop, rap",0,1
Norah Jones,Don't Know Why,186.251,False,2002,77,0.745,0.219,5,-11.216,1,0.0276,0.851,1.8e-05,0.0678,0.635,88.609,"contemporary vocal jazz, jazz pop, vocal jazz",80,1
Queens of the Stone Age,No One Knows,278.706,False,2002,69,0.507,0.588,0,-4.881,1,0.0641,0.0359,0.000129,0.373,0.637,170.889,"alternative metal, alternative rock, grunge, modern rock, nu metal, palm desert scene, rock, stoner metal, stoner rock",81,1
Aaliyah,Are You That Somebody,265.666,False,2002,70,0.85,0.657,9,-7.078,0,0.166,0.14,0.0192,0.0939,0.843,137.971,"contemporary r&b, dance pop, hip pop, r&b, urban contemporary",82,1
Johnny Cash,Hurt,216.533,False,2002,75,0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,"arkansas country, outlaw country, rock",83,1
Foo Fighters,All My Life,263.44,False,2002,75,0.577,0.604,5,-5.703,1,0.0495,0.000218,0.000579,0.477,0.637,167.719,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",84,1
Toby Keith,Beer For My Horses,204.0,False,2002,69,0.717,0.85,10,-5.329,1,0.0473,0.368,0.0,0.0495,0.805,119.005,"contemporary country, country, country road, oklahoma country",61,1
t.A.T.u.,All The Things She Said,214.44,True,2002,79,0.603,0.834,5,-5.766,0,0.0417,0.0411,0.00609,0.105,0.376,89.957,"dance pop, europop, girl group",85,1
Justin Timberlake,Cry Me a River,288.333,False,2002,76,0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898,"dance pop, pop",69,1
Keith Urban,Somebody Like You,323.04,False,2002,71,0.624,0.84,4,-5.768,1,0.0337,0.108,0.000546,0.144,0.656,111.02,"australian country, australian pop, contemporary country, country, country road",86,1
Eminem,Cleanin' Out My Closet,297.84,True,2002,76,0.908,0.758,9,-4.753,0,0.174,0.0687,0.0,0.0783,0.87,148.015,"detroit hip hop, hip hop, pop, rap",0,1
Uncle Kracker,Drift Away,255.56,False,2002,68,0.583,0.66,11,-5.078,1,0.0377,0.181,0.0,0.0979,0.861,151.956,"country, pop rock, post-grunge",16,1
Sum 41,Still Waiting,158.733,True,2002,67,0.431,0.95,7,-4.918,1,0.26,0.00105,3.63e-05,0.272,0.56,191.936,"alternative metal, canadian pop punk, canadian punk, modern rock, nu metal, pop punk, post-grunge, punk, rock",42,1
Seether,Fine Again,243.64,False,2002,68,0.442,0.855,6,-2.985,0,0.0288,0.00049,0.0137,0.273,0.363,175.543,"alternative metal, nu metal, post-grunge, south african rock",87,1
Missy Elliott,Work It,263.226,True,2002,71,0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868,"dance pop, hip hop, hip pop, neo soul, pop rap, r&b, rap, urban contemporary, virginia hip hop",88,1
Plan B,Guatauba,162.4,True,2002,77,0.804,0.745,4,-5.963,0,0.229,0.00849,0.000942,0.0378,0.635,183.985,"reggaeton, trap latino, urbano latino",89,1
